"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SITE_DESC", 
"US-Uaf", "81361", "GRP_SITE_DESC", "This tower is located near Smith Lake, University of Alaska, Fairbanks. The open black spruce is dominated on discontinuous permafrost.", 
"US-UiA", "87907", "GRP_SITE_DESC", "Field was treated with Potash, lime and diammonium phosphate before planting. Herbicide application included 2,4-D for 2008, 2009. 56 kg/ha nitrogen applied in 2010, 2011, 2012, 2013, 2014, 2016.", 
"US-UiB", "87912", "GRP_SITE_DESC", "Diammonium phosphate, potash & lime fertilizer applied before planting in 2008. Prowl & 2,4-D herbicide used. 2,4-D & accent herbicide applied in 2009. No fertilizer applied. Bicep herbicide applied in 2010 & 2011. 56 kg/ha nitrogen applied in 2014, 2015 & 2016. 45 kg/ha nitrogen applied in 2017.", 
"US-UiC", "87947", "GRP_SITE_DESC", "Field treated with diammonium phosphate, potash & lime before planting in 2008. No herbicide applied. This site was harvested each year for biomass.", 
"US-ULM", "1645", "GRP_SITE_DESC", "This tower is located in the Russell Sage Wildlife Management Area located about 15 km from the ULM campus. Data QA/QC along with data management is carried out in Garrett Hall and Hanna Hall at the University of Louisiana, Monroe campus.", 
"US-UM3", "14781", "GRP_SITE_DESC", "Douglas Lake is a small inland freshwater lake surrounded by an early successional forest.", 
"US-UMB", "12338", "GRP_SITE_DESC", "The UMBS site is located within a protected forest owned by the University of Michigan. Arboreal composition of the forest consists of mid-aged northern hardwoods, conifer understory, aspen, and old growth hemlock. Logging of local white pines began in 1879. In successive years, several other species were harvested. Logging was discontinued in 1980 when the land became protected under the private ownership of the University of Michigan. Patchy low- to high-intensity wildfires occurred yearly from 1880 - 1920, essentially burning the entire region.", 
"US-UMd", "12371", "GRP_SITE_DESC", "The UMBS Disturbance site is an artificial disturbance site that has recently been created as part of the Forest Accelerate Succession ExperimenT (FASET). In Spring 2008, every aspen and birch tree (>6,700, ~35% canopy LAI), the dominant early successional trees, were girdled over 39 ha of the FASET treatment plot to stimulate a disturbance that will move the forest into a later successional stage, dominated by maples, oaks, and white pine. This treatment caused aspen and birch mortality within 2 - 3 years. As a result of the changed canopy structure, there is a divergence in net ecosystem exchange between the control plot (enhanced carbon uptake) and the treatment plot (reduced carbon uptake).", 
"US-Upa", "821", "GRP_SITE_DESC", "Arctic tundra:tossock tundra", 
"US-Var", "11332", "GRP_SITE_DESC", "Located in the lower foothills of the Sierra Nevada Mountains on privately owned land, the Vaira Ranch site is classified as a grassland dominated by C3 annual grasses. Managed by local rancher, Fran Vaira, brush has been periodically removed for cattle grazing. Species include a variety of grasses and herbs, including purple false brome, smooth cat's ear, and rose clover. Growing season is confined to the wet season only, typically from October to early May.", 
"US-Vcm", "30672", "GRP_SITE_DESC", "The Valles Caldera Mixed Conifer site is located in the 1200 km2 Jemez River basin in north-central New Mexico. Common to elevations ranging from 3040 to 2740 m in the region, the mixed conifer stand, within the entirety of the tower footprint in all directions, provides an excellent setting for studying the seasonal interaction between snow and vegetation.  In late May 2013, this site experienced a stand-replacing wildfire.   It was a very hot fire that killed every single tree, and burned off a lot of surface organic matter.     We have a big gap in fluxes from May 2013- Jan 2014.   We were not even allowed in to the site until Oct 2013, and it took us 2-3 months to clean up the debris, remove burned infrastructure, have the tower structure assessed, and resinstrument the site.", 
"US-Vcp", "12410", "GRP_SITE_DESC", "The Valles Caldera Ponderosa Pine site is located in the 1200km2 Jemez River basin of the Jemez Mountains in north-central New Mexico at the southern margin of the Rocky Mountain ecoregion.  The Ponderosa Pine forest is the warmest and lowest (below 2700m) zone of the forests in the Valles Caldera National Preserve.  Its vegetation is composed of a Ponderosa Pine (Pinus Ponderosa) overstory and a Gambel Oak (Quercus gambelii) understory.", 
"US-Vcs", "30774", "GRP_SITE_DESC", "None supplied.", 
"US-VFP", "84980", "GRP_SITE_DESC", "This marsh is on the Virginia Coast Reserve which was funded by the National Science Foundation and established in collaboration with The Nature Conservancy.  The VCR barrier island/lagoon system extends 110 km along the Atlantic shore of the Delmarva Peninsula. Sandy and dynamic barrier islands are backed by salt marshes and shallow lagoons and separated from one another by deep inlets.  The EC tower is located about 2 km from the mainland and about 85 meters away from a major creek edge. It is a low marsh with a continuous canopy of Spartina alterniflora that is protected from the open ocean waves by barrier islands.", 
"US-WBW", "9467", "GRP_SITE_DESC", "The stand is over 50 years old, having regenerated from agricultural land.This site is located near Oak Ridge, Tennessee near the Walker Branch Watershed.", 
"US-WCr", "14457", "GRP_SITE_DESC", "Upland decduous broadleaf forest.  Mainly sugar maple, also basswood.  Uniform stand atop a very modest hill.  Clearcut approximately 80 years ago.  Chosen to be representative of the upland deciduous broadleaf forests within the WLEF tall tower flux footprint.  It appears to be more heavily forested and more productive than most of the upland deciduous broadleaf forests in the WLEF flux footprint (see publications for more details).  It is also important that SE winds are screened from the flux data (see Cook et al, 2004 for details).  Propane generator power.", 
"US-Wdn", "12520", "GRP_SITE_DESC", "Sagebrush steppe ecosystem", 
"US-Wgr", "16068", "GRP_SITE_DESC", "he site was established in summer 2014 and is part of the Oregon eddy covariance flux tower network . Meteorological variables such as temperature, humidity, solar irradiance and wind are measured at this site. Turbulent fluxes of water vapor, carbon dioxide and heat are observed and stored as 30 minute averages. The crop changes periodically and rye grass and fescue is grown alternately at this site located in Oregon's Willamette Valley with its relatively mild climate. The grass site is also part of the PhenoCam network operated by Harvard University and the University of New Hampshire.", 
"US-Whs", "11868", "GRP_SITE_DESC", "A semiarid Chihuahuan Desert shrubland located in the USDA-ARS Walnut Gulch Experimental Watershed (WGEW) surrounding the town of Tombstone, AZ. The site vegetation is comprised of a diverse stand of mainly Chihuahuan desert shrub species like acacia constricta, larrea tridentata, and florensia cernua.", 
"US-Wi0", "10125", "GRP_SITE_DESC", "The Wisconsin Young Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations of all ages occupy approximately 25% of the region.", 
"US-Wi1", "1591", "GRP_SITE_DESC", "The Wisconsin Intermediate Hardwoods site is located in the Washburn Ranger District of the Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. The intermediate hardwoods site is one of ten sites that collectively represent the successional stages of development in the predominant stand types of a physically homogeneous landscape. In 2001, northern hardwood stands of all ages occupied 45% of the region.", 
"US-Wi2", "1592", "GRP_SITE_DESC", "The Wisconsin Intermediate Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. The intermediate red pine site is one of ten sites that collectively represent the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations of all ages occupy approximately 25% of the region.", 
"US-Wi3", "6692", "GRP_SITE_DESC", "The Wisconsin Mature Hardwood site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. The mature hardwood stand represents a typical naturally regenerated second-growth forest, free of anthropogenic disturbances for at least 70 years.", 
"US-Wi4", "4100", "GRP_SITE_DESC", "The Wisconsin Mature Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations of all ages occupy approximately 25% of the region.", 
"US-Wi5", "9295", "GRP_SITE_DESC", "The Wisconsin Mixed Young Jack Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Clearcut on 40 to 70 year intervals, jack pine stands occupy approximately 13% of the region.", 
"US-Wi6", "5860", "GRP_SITE_DESC", "The Wisconsin Pine Barrens site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. In order to establish and maintain both natural and plantation jack pine stands, pine barrens undergo prescribed burns and harvesting rotations. Pine Barrens occupy 17% of the region in 2001.", 
"US-Wi7", "5014", "GRP_SITE_DESC", "The Wisconsin Clearcut Red Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. The red pine clearcut site is one of ten sites that collectively represent the successional stages of development in the predominant stand types of a physically homogeneous landscape. Thinned every 7 years until they reach 100 to 150 years of age, the red pine plantations or all ages occupy approximately 25% of the region.", 
"US-Wi8", "1601", "GRP_SITE_DESC", "The Wisconsin Clearcut Young Hardwood site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. The young hardwood clearcut site is one of ten sites that collectively represent the successional stages of development in the predominant stand types of a physically homogeneous landscape. In 2001, northern hardwood stands of all ages occupied 45% of the region.", 
"US-Wi9", "736", "GRP_SITE_DESC", "The Wisconsin Young Jack Pine site is located in the Washburn Ranger District of the northeastern section of Chequamegon National Forest. A member of the northern coniferous-deciduous biome, surveys from the mid-19th century indicate the region consisted of a mixed stand of red, white, and jack pines. After extensive timber harvesting, wildfires, and farming activity, the region turned into a fragmented mosaic of stands of various ages and composition. As an assemblage, the ten Wisconsin sites are indicative of the successional stages of development in the predominant stand types of a physically homogeneous landscape. Clearcut on 40 to 70 year intervals, jack pine stands occupy approximately 13% of the region.", 
"US-Wjs", "12430", "GRP_SITE_DESC", "The Juniper Savanna site is located in the Southwestern Tablelands in central New Mexico on a private ranch.  Its vegetation is composed of Juniperus monosperma and intermittently grazed C4 perennial grasses of which the dominant species is Bouteloua gracilis.", 
"US-Wkg", "11805", "GRP_SITE_DESC", "This site is located in a small, intensively-studied, experimental watershed within USDA-ARS's Walnut Gulch Experimental Watershed.  Eddy covariance measurements of energy, water and CO2 fluxes began in the spring of 2004, though meteorological (including Bowen ratio) and hydrological measurements are available much further back.", 
"US-Wlr", "12470", "GRP_SITE_DESC", "The Walnut River Watershed site rests on a C3/C4 mixed grassland, tallgrass prairie grazed by cattle. The land is owned by a local farmer and the land is leased on a year-to-year basis.", 
"US-Wpp", "16112", "GRP_SITE_DESC", "This site was established in fall 2014 and is part of the Oregon eddy covariance flux tower network. The hybrid poplar plantation is located in the Willamette Valley in Oregon on a property that is managed by the cities of Eugene and Springfield, OR. The location is part of a waste water managing facility and the poplar trees are irrigated and fertilazed with pre-treated waste water. The plantation covers three different age classes and various hybrids of poplar developed for biofuel purposes. This site is also part of the PhenoCam network operated by Harvard University and the University of New Hampshire.", 
"US-WPT", "12748", "GRP_SITE_DESC", "The marsh site has been owned by the Winous Point Shooting Club since 1856 and has been managed by wildlife biologists since 1946. The hydrology of the marsh is relatively isolated by the surrounding dikes and drainages and only receives drainage from nearby croplands through three connecting ditches. Since 2001, the marsh has been managed to maintain year-round inundation with the lowest water levels in September. Within the 0–250 m fetch of the tower, the marsh comprises 42.9% of floating-leaved vegetation, 52.7% of emergent vegetation, and 4.4% of dike and upland during the growing season. Dominant emergent plants include narrow-leaved cattail (Typha angustifolia), rose mallow (Hibiscus moscheutos), and bur reed (Sparganium americanum). Common floating-leaved species are water lily (Nymphaea odorata) and American lotus (Nelumbo lutea) with foliage usually covering the water surface from late May to early October.", 
"US-Wrc", "12452", "GRP_SITE_DESC", "Wind River Field Station flux tower site is located in the T.T. Munger Research Area of the Wind River Ranger District in the Gifford Pinchot National Forest. Protected since 1926, the T.T. Munger Research Natural Area (RNA) is administered by the USDA Forest Service Pacific Northwest Research Station and Gifford Pinchot National Forest. The Douglas-fir/western hemlock dominant stand is approximately 500 years old and represents end points of several ecological gradients including age, biomass, structural complexity, and density of the dominant overstory species. A complete stand replacement fire, approximately 450-500 years ago, resulted in the initial establishment. No significant disturbances have occurred since the fire aside from those confined to small groups of single trees, such as overturn from high wind activity and mechanical damage from winter precipitation.", 
"US-Wwt", "29717", "GRP_SITE_DESC", "The site was established in summer 2014 and is part of the Oregon eddy covariance flux tower network . Meteorological variables such as temperature, humidity, solar irradiance and wind are measured at this site. Turbulent fluxes of water vapor, carbon dioxide and heat are observed and stored as 30 minute averages. The crop changes periodically and rye grass and fescue is grown alternately at this site located in Oregon's Willamette Valley with its relatively mild climate. The Wheat site is also part of the PhenoCam network operated by Harvard University and the University of New Hampshire.", 
"US-xAB", "85353", "GRP_SITE_DESC", "The Abby Road (NEON 4-letter code: ABBY) field site is located in Yacolt Burn State Forest which is approximately 30 miles from Vancouver, WA and Portland, OR. Yacolt Burn State Forest is a relatively young growth industrial timber production forest. The Washington Department of Natural Resources (DNR) also allows an array of recreational activities including moutain biking, hiking and camping. ", 
"US-xAE", "86251", "GRP_SITE_DESC", "The 1,560-acre Klemme Range Research Station is a grassland site managed for livestock grazing and pasture, located in the middle of the Rolling Red Plains Resource Area. The Rolling Red Plains extends from south of the Red River to north of the Oklahoma/Kansas border consisting of approximately 9.4 million acres, which occupies a significant portion of Western Oklahoma excluding the Oklahoma Panhandle.", 
"US-xBA", "85234", "GRP_SITE_DESC", "Located three hundred miles north of the Arctic Circle, the Barrow field site landscape is representative of the polygon tundra and lake systems across the northern extent of the North Slope of Alaska. Barrow spans 50 square kilometers and includes a 26’ tall meteorological flux tower and nearby soil sensors. NEON scientists also collect field observations throughout the field site.", 
"US-xBL", "85331", "GRP_SITE_DESC", "The Blandy Experimental Farm contains several land use types typically found in rural-suburban landscapes. This mix of land use types is typical and representative in the Middle Atlantic Domain. This site will be under increasing ecological pressure from urbanization within the rapidly growing megapolitan area. The amount of land cover and associated ecosystem processes in each of these land use types is expected to change over time.", 
"US-xBR", "79823", "GRP_SITE_DESC", "The Bartlett Experimental Forest is an actively managed forest; managed portions (30%) reflect a range of forest patch sizes and structural distributions. The Bartlett forest has a history of logging dating from colonial times through the beginning of the 20th century. Approximately 70% of the land area has remained uncut since the early 1900s. Natural disturbances include late 19th century fire, beech scale-Nectria complex (beech bark disease) beginning in the 1940s, severe wind disturbance resulting from hurricanes in 1938 and 1954 and a damaging ice storm in 1998.", 
"US-xCL", "79496", "GRP_SITE_DESC", "The LBJ Grasslands is 16,800 acres of land managed by the US Forest Service under the US Department of Agriculture. There is a rich legacy of land use, ranging back to the mid-19th century. Currently, LBJ Grasslands are used for recreation and hunting, livestock grazing, and fossil fuel extraction. Ongoing ecological monitoring is performed at the site, along with prescribed burning.", 
"US-xCP", "30469", "GRP_SITE_DESC", "Central Plains Experimental Range (CPER) site in north central Colorado. CPER served as part of the Shortgrass Steppe LTER from 1982-2014 and is now home to a fully instrumented NEON site and a wealth of relevant historical data as well as ongoing collections of complementary data(i.e. airborne remote sensing, soil temperature and moisture, phenology measurements, plant biomass and more)", 
"US-xDC", "86427", "GRP_SITE_DESC", "The Dakota Coteau Field School (DCFS) and Prairie Lake (PRLA) field sites are co-located in an agricultural area used primarily for cattle grazing, just a few miles east of the Woodworth and Prairie Pothole sites at the Chase Lake National Wildlife Refuge. DCFS covers 7.8 km2 (3 square miles) of grazing land in Stutsman County, ND, between the tiny communities of Pingree and Woodworth.

The population here is sparse, but the land has been transformed by agricultural activities over the last 150 years. The field site has been used only for grazing, but other land in the surrounding area has been converted to corn and soybean production. 

DCFS is located in an area known as the "Prairie Pothole Region," a band of tall and mixed prairie that stretches across parts of North and South Dakota, Minnesota and the Canadian provinces of Alberta, Saskatchewan and Manitoba. Historically, this area supported tall to mid-height prairie grasses, including blue gamma and green needlegrass. The land here is pocked by thousands of depressions left behind by glaciers 10,000 years ago, resulting in a series of small lakes and wetland areas known as prairie potholes. These potholes receive most of their water from spring snowmelt and are a primary source of groundwater recharge for the region.

NEON data will help researchers monitor the effects of climate change on the Northern Plains ecosystem. Over the last 30 years, the hydrological cycle in the plains has changed dramatically, trending wetter overall and diverging from the historical ten-year cycles. Temperatures are also rising, leading to changes in plant phenology cycles and species distribution that could negatively impact migratory bird populations and other animal species.", 
"US-xDL", "85518", "GRP_SITE_DESC", "The Dead Lake site is just northeast of Demopolis, AL near the Black Warrior River. The site is in Major Land Resource Area (MLRA) 133A–Southern Coastal Plains, near the boundary of MLRA 135A–Alabama and Mississippi Blackland Prairie. Surrounded by woody wetlands and evergreen forest, DELA sits on the flood plain steps and stream terraces of an inside meander of the Black Warrior River in Greene Co., AL.", 
"US-xDS", "85505", "GRP_SITE_DESC", "The 12,000-acre Disney Wilderness Preserve straddles the headwaters of the Everglades ecosystem in south-central Florida. This site is seasonally wet and flooded. The Disney site was heavily logged and used as ranchland for decades. However, vegetation and site conditions have been restored to closely represent site condition records, documented by the area’s first Spanish missionaries. The large-scale wetland and upland restoration at Disney included the removal of non-native, invasive plants and grasses and the removal of agricultural ditches. The primary management activity is controlled burns.", 
"US-xGR", "85481", "GRP_SITE_DESC", "Great Smoky Mountains National Park straddles the ridgeline of the Great Smoky Mountains, the lower section in latitude of the Blue Ridge Mountains, which divides the larger Appalachian Mountain chain. The border between Tennessee and North Carolina runs northeast to southwest through the centerline of the park. Plants and animals common in the country's Northeast have found suitable ecological niches in the park's higher elevations, while southern species find homes in the balmier lower reaches.", 
"US-xHA", "79794", "GRP_SITE_DESC", "The Harvard Forest site is comprised of 3,750 acres of land and multiple research facilities; it is the core NEON site for the Northeast region. Harvard Forest is a department of the Faculty of Arts and Sciences of Harvard University. Representative habitats at Harvard Forest include northern, transition, and central forests; marshes, swamps, and conifer-dominated bogs; and forest plantations. Since its inception in 1907, research and education have been the focus of Harvard Forest: the original purpose was to develop a field laboratory for students, a research center in forestry and related disciplines, and a demonstration of practical sustained forestry. Since 1988, Harvard Forest has been a Long-Term Ecological Research site, funded by the National Science Foundation to conduct integrated, long-term studies of forest dynamics.", 
"US-xJE", "81963", "GRP_SITE_DESC", "This terrestrial relocatable field site is located in the Joseph Jones Ecological Research Center is an 11,000-hectare reserve located within the Lower Coastal Plains and Flatwoods areas in southern Georgia. The Jones site has been managed with low intensity, dormant-season prescribed fires for the past 75 years at a frequency of every 3-4 years.", 
"US-xJR", "85443", "GRP_SITE_DESC", "Land use at Jornada has contrasting livestock grazing histories (including ungrazed lands), dating back to 1902, which are representative of the pervasive land use in desert-southwest wildlands. Historical accounts of the region report significant changes in vegetation starting in the late 1800s coincident with the expansion of livestock grazing. By 1912, sufficiently dramatic changes lead area scientists and private landowners to convince the U.S. government to set aside Public Domain Lands for the Jornada Range Reserve for the purpose of scientific investigation on shrub invasion and subsequent loss of forage grasses. Much of this early research focused on quantifying utilization levels for forage species, developing livestock production strategies to deal with drought, and developing methods for shrub control and grass recovery. Exclosures were constructed and long-term plots were established throughout the range to monitor the continued expansion of shrubs across the landscape. Over the decades, numerous trials of various remediation approaches were implemented, from manual and mechanical shrub removal to herbicide application to construction of terraces or other means of redirecting surface flow of runoff. ", 
"US-xKA", "85408", "GRP_SITE_DESC", "Konza Prairie Biological Station (KPBS) was established to provide a "natural laboratory" to conduct ecological research and is located on a 3,487 hectare native tallgrass prairie preserve.", 
"US-xKZ", "79323", "GRP_SITE_DESC", "Konza Prairie Biological Station (KPBS) was established to provide a "natural laboratory" to conduct ecological research and is located on a 3,487 hectare native tallgrass prairie preserve. KPBS is a field research station dedicated to conservation, education and long-term ecological research. Over 1,580 scientific papers have been published by scientists conducting studies at KPBS. The study of ecological patterns and processes in native tallgrass prairie ecosystems is the primary subject of research.", 
"US-xLE", "86428", "GRP_SITE_DESC", "This terrestrial field site is located in a hardwood bottomland with seasonal flooding each spring located in southwest Alabama. The meteorological/flux tower and tower sampling plots are located at Lenoir Landing and the distributed plots are located approximately 5 km south of the tower at Choctaw National Wildlife Refuge.

The ecosystem at LENO is dominated by closed-canopy pine-oak mixed forest with a developed understory, and also includes a small fraction of meadows, wetlands, and smaller water bodies. Dominant plant species include American sweetgum (Liquidambar styraciflua), American hornbeam (Carpinus caroliniana), and loblolly pine (Pinus taeda). Choctaw National Wildlife Refuge also provides a protected wintering area for waterfowl and wood duck brood habitat. This site is colocated with the Lower Tombigbee river aquatic site.", 
"US-xMB", "86055", "GRP_SITE_DESC", "The NEON MOAB site is located approximately 40 km south of the town of Moab and is characteristic of the Colorado Plateau. MOAB was selected with other sites that share a similar latitude in domains 10, 13, and 15, to assess dust generation, nutrient transport, and nutrient deposition. The western half of the site, including the towerÂ airshed, is a grazed shrub land, often with pockets of barren soil. To the east, in the higher elevations, evergreenÂ forests sit atop the mesas. Biological soil crust, dominated by cyanobacteria, is a living groundcover across the area.
", 
"US-xML", "85366", "GRP_SITE_DESC", "Mountain Lake Biological Station (MLBS) is a remote, but accessible research station and is a unit of the College of Arts & Sciences at University of Virginia. It sits at 1160 meters on the top of Salt Pond Mountain in the southern Appalachian mountains in southwestern Virginia. It consists of 259 hectares of forested reserve.", 
"US-xNG", "81929", "GRP_SITE_DESC", "This site is located at the Northern Great Plains Research Laboratory", 
"US-xNQ", "81906", "GRP_SITE_DESC", "The Onaqui-Ault site is located south of the rapidly developing Salt Lake City area, also near Provo and Logan, anchoring this arid urban-rural megatransect. The Onaqui-Benmore area has been grazed by domestic livestock since settlement. By the 1980's, the U.S. Forest Service instituted a light to moderate fall and winter grazing regime that continues today.Fire has always been a component of sagebrush steppe, one of the dominant vegetation types in the area. However, the invasions of exotic annual vegetation, especially Bromus tectorum, also known as drooping brome or cheatgrass, have dramatically shortened fire return intervals. The invasion-fire feedback has resulted in the loss of native perennial species from extensive areas of the region.", 
"US-xNW", "83374", "GRP_SITE_DESC", "The Niwot Ridge sits approximately 27 km west of Boulder, Colorado, and 6 km east of the Continental Divide. Topography, climate, and biota of the site are representative of Rocky Mountain alpine ecosystems, including extensive alpine tundra (mostly herbs, some shrubs and scree) and subalpine coniferous forests (Abies lasciocarpa and Picea engelmanii at higher elevations), talus slopes, wetlands and a variety of glacial landforms.

Characterized by cold and relatively long winters, Niwot Ridge has an average annual temperature of 1.5°C and average annual precipitation of 800 mm. Most precipitation falls as snow and summer precipitation falls primarily during afternoon thunderstorms. Located on the eastern side of the Continental Divide at 3,000-3,500 m elevation, the site best captures chemical inputs produced along the Front Range and is well situated to observe other east/west flows across the Southern Rockies in conjunction with other NEON sites.", 
"US-xPU", "86065", "GRP_SITE_DESC", "NEON's PUUM field site is located in the Pu'u Maka'ala Natural Area Reserve (NAR) on the eastern side of Hawaii’s “Big Island,” managed by the Hawaii Division of Forestry and Wildlife (DOFAW). More than 18,000 acres in size, the NAR is home to a rainforest with many native species, some of them endangered. It was established to protect some of the Big Island’s best wet native forest and unique geologic features.", 
"US-xRM", "86165", "GRP_SITE_DESC", "NEON's Rocky Mountain National Park (RMNP) tower stands 12 km south of Estes Park, Colorado, representing a growing mosaic of urban and exurban areas. While the property is owned by RMNP, it is not contiguous with the core park boundaries.
As a mid-elevation site (2,750 m) on the east side of the Continental Divide, the site is aptly situated to investigate the chemical climate (i.e., pollution) generated along the Front Range as well as dust deposition produced and transported from the Great Basin to higher elevations. This is a particularly salient issue given recent estimates which project that an additional two million residents will inhabit the Front Range in twenty years.
", 
"US-xRN", "86185", "GRP_SITE_DESC", "Oak Ridge National Laboratory (ORNL) is located at the U.S. Department of Energy's Oak Ridge Reservation in Roane County, Tennessee. The ORNL reservation is situated within the borders of five parallel ridges and valleys to the north of the Clinch River that are part of the Ridge-and-Valley Appalachians physiographic province (Environmental Sciences Division n.d.). The NEON tower site and Walker Branch aquatic site at ORNL are located within the Walker Branch Watershed, a 100 ha area that has served as the site for long-term environmental studies by the Environmental Sciences Division at ORNL, NOAA, and many visiting university researchers.", 
"US-xSB", "79722", "GRP_SITE_DESC", "The Ordway-Swisher Biological Station (OSBS) is operated by the University of Florida and comprises over 9,300 acres. It is a year-round field station established for the long-term study and conservation of unique ecosystems through management, research and education. The Station is located approximately 20 miles east of Gainesville in Melrose (Putnam County, Florida). There are two aquatic arrays at Ordway-Swisher, representing the two dominant aquatic features on the landscape: 1) Suggs lake, a shallow surface water lake that is rich in taxa and biologically active in structure and function; and 2) Barco lake, a deep lake connected to ground water. The forest is maintained by fire and has a relatively open structure: it is managed with prescribed burns at a frequency of 3-4 years.", 
"US-xSC", "86191", "GRP_SITE_DESC", "The Smithsonian Conservation Biology Institute (SCBI) site is a mid-continent forested eastern deciduous site, species include Oaks, Hickories, and Ash, and contains well defined ground cover and understory strata.", 
"US-xSE", "81900", "GRP_SITE_DESC", "This site is operated at the Smithsonian Environmental Research Center, which is comprised of forests, wetlands, marshes and shoreline on the Chesapeake Bay", 
"US-xSJ", "86331", "GRP_SITE_DESC", "Located at The San Joaquin Experimental Range, in the western foothills of the Sierra Nevada, this 18.2 kilometer terrestrial field site is a mix of open woodlands, shrubs and grasslands with low density cattle grazing.  SJER is an ecosystem research experimental area. It was originally conceived as a cooperative interdisciplinary research center to identify cost-effect methods of commercial livestock production in the annual grass-oak pine woodlands, while maintaining the integrity of the ecosystem. More recently, research objectives have expanded and diversified to include research projects making contributions to our knowledge of the patterns and processes working in this ecosystem.
", 
"US-xSL", "87098", "GRP_SITE_DESC", "The North Sterling site, located outside of Sterling in Northeastern Colorado, is characterized by flat terrain and represents an agronomic site within urban and formerly urban areas.
The site is at the edge of a non-tilled experimental field that is used for the long-term sustainable Dryland Agroecosystems Project (DAP), which was initiated in 1985 at three sites in eastern Colorado (Sterling, Stratton, and Walsh) to evaluate the effects of cropping intensity on production, water use efficiency and selected soil chemical and physical properties. The DAP site was established in 1985 and was chosen because of representative soils present in the catena.", 
"US-xSP", "86385", "GRP_SITE_DESC", "The Soaproot Saddle is a complex terrain of coarse hills, steep slopes and narrow drainages. With an elevation of 3274 - 4537’ this site encompasses 1438 acres of mixed conifer forests that are experiencing high levels of mortality due to native Pine beetles.  At the core of this site stands a 171’ tall flux tower that collects physical and chemical properties of atmosphere and related process. Soaproot Saddle also hosts an array of sensor measurements along with field observations collected by highly trained NEON staff. The automated instrument measurements and some of the terrestrial observational safor this field site are colocted with NEON's aquatic site, Upper Big Creek, which is located just north of Soaproot Saddle's site boundaries.", 
