"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "AG_BIOMASS_TREE", "AG_BIOMASS_TREE_ORGAN", "AG_BIOMASS_TREE_PHEN", "AG_BIOMASS_TREE_UNIT", "AG_BIOMASS_DATE", "AG_BIOMASS_COMMENT", "AG_BIOMASS_APPROACH", "AG_BIOMASS_TREE_SPATIAL_VARIABILITY", "AG_BIOMASS_TREE_SPATIAL_REP_NUMBER", "AG_BIOMASS_DATE_UNC", 
"US-UMB", "18444", "GRP_AG_BIOMASS_TREE", "7693.5", "wood", "Mixed/unknown", "gC m-2", "20061020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2423.5", "81", "20", 
"US-UMB", "18452", "GRP_AG_BIOMASS_TREE", "7864.1", "wood", "Mixed/unknown", "gC m-2", "20071020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2468", "81", "20", 
"US-UMB", "18462", "GRP_AG_BIOMASS_TREE", "7829.1", "wood", "Mixed/unknown", "gC m-2", "20111020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2450.4", "78", "20", 
"US-UMB", "18469", "GRP_AG_BIOMASS_TREE", "7993.1", "wood", "Mixed/unknown", "gC m-2", "20121020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2494.1", "78", "20", 
"US-UMB", "18476", "GRP_AG_BIOMASS_TREE", "8164.5", "wood", "Mixed/unknown", "gC m-2", "20131020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2535.8", "78", "20", 
"US-UMB", "18514", "GRP_AG_BIOMASS_TREE", "7181.6", "wood", "Mixed/unknown", "gC m-2", "20031020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.  Twenty new 0.08 ha plots added to existing plots.    AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2288.7", "81", "20", 
"US-UMB", "18522", "GRP_AG_BIOMASS_TREE", "7361.3", "wood", "Mixed/unknown", "gC m-2", "20041020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2334.5", "81", "20", 
"US-UMB", "18530", "GRP_AG_BIOMASS_TREE", "7513.7", "wood", "Mixed/unknown", "gC m-2", "20051020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2374.8", "81", "20", 
"US-UMB", "18533", "GRP_AG_BIOMASS_TREE", "7971.7", "wood", "Mixed/unknown", "gC m-2", "20081020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2490.9", "78", "20", 
"US-UMB", "18541", "GRP_AG_BIOMASS_TREE", "8119.5", "wood", "Mixed/unknown", "gC m-2", "20091020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2526.8", "78", "20", 
"US-UMB", "18549", "GRP_AG_BIOMASS_TREE", "7666.67", "wood", "green", "gC m-2", "20100721", "Litter traps are .264 m^2 with one trap in each of 60 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20011020 ± 20 d", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2424.9", "78", "28", 
"US-UMd", "18603", "GRP_AG_BIOMASS_TREE", "5778.2", "wood", "green", "gC m-2", "20111020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on ~25% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2586.7", "23", "20", 
"US-UMd", "18612", "GRP_AG_BIOMASS_TREE", "5929.4", "wood", "green", "gC m-2", "20121020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2651.2", "23", "20", 
"US-UMd", "18621", "GRP_AG_BIOMASS_TREE", "6074.3", "wood", "green", "gC m-2", "20131020", "Increment bands are capable of detecting 0.13 mm diameter change.  Increment bands are read each year after leaf abscission and after AG growth has ceased.  Growth of all trees extrapolated from regressions developed from banded trees. Litter traps are .264 m^2 with 3 traps in each of 11 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center.", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from increment bands installed on 15% of trees with DBH>= 10 cm.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2704.6", "23", "20", 
"US-UMd", "18645", "GRP_AG_BIOMASS_TREE", "7888.8", "wood", "green", "gC m-2", "20060714", "Litter traps are .264 m^2 with one - 3 traps in each of 21 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20011020 ± 20 d", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2508.1", "23", "28", 
"US-UMd", "18656", "GRP_AG_BIOMASS_TREE", "5653.7", "wood", "green", "gC m-2", "20100714", "Many of the Populus and all of the Betula trees girdled in 2008 had died by the 2010 census. Litter traps are .264 m^2 with one trap in each of 21 - 0.08 ha plots and 20 traps in a 1.13 ha plot with flux tower a plot center. Litter trap collection date is 20101020 ± 20 d", "Tree AG wood total biomass =a*D^b where D=DBH (diam. At 1.37m) and a and b are species specific coefficients. DBH determined from complete census and measurement of all trees in all plots.  Resulting biomass multiplied by wood carbon fraction.      AG_BIOMASS_OTHER_ORGAN is tree foliage captured by litter traps 1 m above forest floor", "2534.3", "23", "28", 
"US-WCr", "26742", "GRP_AG_BIOMASS_TREE", "320", "Foliage", "Mixed/unknown", "gC m-2", , "OSVI, Hophornbeam", , , , , 
"US-WCr", "26888", "GRP_AG_BIOMASS_TREE", "300", "Foliage", "Mixed/unknown", "gC m-2", , "QUMA2, Bur Oak", , , , , 
"US-WCr", "26889", "GRP_AG_BIOMASS_TREE", "1.2", "Foliage", "Mixed/unknown", "gC m-2", , "POTR5, Quaking Aspen", , , , , 
"US-WCr", "26890", "GRP_AG_BIOMASS_TREE", "0.8", "Foliage", "Mixed/unknown", "gC m-2", , "ABBA, Balsam Fir", , , , , 
"US-WCr", "27033", "GRP_AG_BIOMASS_TREE", "3710", "Foliage", "Mixed/unknown", "gC m-2", , "ACSA3, Sugar Maple", , , , , 
"US-WCr", "27034", "GRP_AG_BIOMASS_TREE", "199", "Wood", "Mixed/unknown", "gC m-2", , "(without twigs/branches)P. Bolstad", "Live Aboveground Woody BioMass; www.cheas.psu.edu/data/cheas/biometry", , , , 
"US-WCr", "27335", "GRP_AG_BIOMASS_TREE", "5520", "Foliage", "Mixed/unknown", "gC m-2", , "QURU, Northern Red Oak", , , , , 
"US-WCr", "27586", "GRP_AG_BIOMASS_TREE", "3820", "Foliage", "Mixed/unknown", "gC m-2", , "TIAM, American Basswood", , , , , 
"US-WCr", "27587", "GRP_AG_BIOMASS_TREE", "2120", "Foliage", "Mixed/unknown", "gC m-2", , "FRPE, Green Ash", , , , , 
"US-WCr", "27956", "GRP_AG_BIOMASS_TREE", "142.77", "Foliage", "Mixed/unknown", "gC m-2", , "Jon Martin", , , , , 
"US-WCr", "28571", "GRP_AG_BIOMASS_TREE", "7361.89", "Wood", "Mixed/unknown", "gC m-2", , "Jon Martin", "Live Aboveground Woody BioMass; www.cheas.psu.edu/data/cheas/biometry", , , , 
"US-WCr", "29041", "GRP_AG_BIOMASS_TREE", "1470", "Foliage", "Mixed/unknown", "gC m-2", , "ACRU, Red Maple", , , , , 
"US-WCr", "29156", "GRP_AG_BIOMASS_TREE", "223.5", "Wood", "Mixed/unknown", "gC m-2", , "(with twigs/branches)P. Bolstad", "Live Aboveground Woody BioMass; www.cheas.psu.edu/data/cheas/biometry", , , , 
