"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "LAI_TYPE", "LAI_COMMENT", "LAI_TOT", "LAI_CLUMP", "LAI_METHOD", "LAI_APPROACH", "LAI_DATE", "LAI_U", "LAI_TOT_SPATIAL_VARIABILITY", "LAI_O_DEC", "LAI_O_DEC_SPATIAL_REP_NUMBER", "LAI_O_DEC_SPATIAL_VARIABILITY", "LAI_O_EVG", "LAI_O_EVG_SPATIAL_VARIABILITY", "LAI_U_SPATIAL_REP_NUMBER", "LAI_U_SPATIAL_VARIABILITY", "LAI_TOT_SPATIAL_REP_NUMBER", "LAI_DATE_UNC", 
"US-UMB", "18848", "GRP_LAI", "LAI", , "3.44", , , "LAI_2000", "20000608", , , , , , , , , , , , 
"US-UMB", "18849", "GRP_LAI", "LAI", , "3.23", , , "LAI_2000", "20000601", , , , , , , , , , , , 
"US-UMB", "18850", "GRP_LAI", "LAI", , "2.62", , , "LAI_2000", "20010522", , , , , , , , , , , , 
"US-UMB", "18851", "GRP_LAI", "LAI", , "4.27", , "Litter traps, 3 each in 15 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20131101", , "1.22", , , , , , , , "16", "30", 
"US-UMB", "18859", "GRP_LAI", "LAI", , "3.76", , "Litter traps, 3 each in 15 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20121101", , "0.98", , , , , , , , "16", "30", 
"US-UMB", "18866", "GRP_LAI", "LAI", , "4.08", , "Litter traps, 3 each in 15 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20110101", , "1.07", , , , , , , , "16", "30", 
"US-UMB", "18873", "GRP_LAI", "LAI", , "3.62", , "Litter traps, 3 each in 12 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20100101", , "0.92", , , , , , , , "13", "30", 
"US-UMB", "18878", "GRP_LAI", "LAI", , "4.14", , "Litter traps, 1 each in 49 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20061101", , "1.16", , , , , , , , "50", "30", 
"US-UMB", "18884", "GRP_LAI", "LAI", , "6.67", , "Litter traps, 1 each in 50 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20051101", , "1.68", , , , , , , , "51", "30", 
"US-UMB", "18889", "GRP_LAI", "LAI", , "4.01", , "Litter traps, 1 each in 49 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20041101", , "1.39", , , , , , , , "50", "30", 
"US-UMB", "18894", "GRP_LAI", "LAI", , "4.5", , "Litter traps, 1 each in 30 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20031101", , "1.08", , , , , , , , "31", "30", 
"US-UMB", "18901", "GRP_LAI", "LAI", , "3.93", , "Litter traps, 1 each in 60 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 30 cm ht above forest floor and with an effective area of .179 m^2 were used to collect autumnal litter fall.", "Litterfall", "19971101", , "0.91", , , , , , , , "61", "30", 
"US-UMB", "18961", "GRP_LAI", "LAI", , , , "36 - 1m^2 sublots within 60m of flux tower were sampled for bracken fern (Pteridium aquilinum) and the fronds measured with a LI-COR LI-3100 leaf area meter.  Bracken fern is by far the most dominant plant by leaf area below 1m in ht at UMB.", "Direct", "19990714", "0.51", , , , , , , "36", "0.415", , "21", 
"US-UMB", "18962", "GRP_LAI", "LAI", , , , "36 - 1m^2 sublots within 60m of flux tower were sampled for bracken fern (Pteridium aquilinum) and the fronds measured with a LI-COR LI-3100 leaf area meter.  Bracken fern is by far the most dominant plant by leaf area below 1m in ht at UMB.", "Direct", "20000714", "0.44", , , , , , , "36", "0.427", , "21", 
"US-UMB", "18963", "GRP_LAI", "LAI", , "3.8", , , "LAI_2000", "20130909", , "0.574456", , , , , , , , "132", , 
"US-UMB", "18964", "GRP_LAI", "LAI", , "7.76", , , "LAI_2000", "20130621", , "0.576628", , , , , , , , "133", , 
"US-UMB", "18965", "GRP_LAI", "LAI", , "3.58", , , "LAI_2000", "20130609", , "0.561249", , , , , , , , "126", , 
"US-UMB", "18966", "GRP_LAI", "LAI", , "2.78", , , "LAI_2000", "20130529", , "0.448999", , , , , , , , "126", , 
"US-UMB", "18967", "GRP_LAI", "LAI", , "2.2", , , "LAI_2000", "20130520", , "0.436348", , , , , , , , "119", , 
"US-UMB", "18968", "GRP_LAI", "LAI", , "1.72", , , "LAI_2000", "20130509", , "0.434511", , , , , , , , "118", , 
"US-UMB", "18969", "GRP_LAI", "LAI", , "4.33", , , "Litterfall", "20130111", , "1.189", , , , , , , , "16", , 
"US-UMB", "18970", "GRP_LAI", "LAI", , "3.05", , , "LAI_2000", "20121011", , "0.56", , , , , , , , "124", , 
"US-UMB", "18971", "GRP_LAI", "LAI", , "3.78", , , "LAI_2000", "20121002", , "0.67", , , , , , , , "125", , 
"US-UMB", "18972", "GRP_LAI", "LAI", , "4.05", , , "LAI_2000", "20120719", , , , , , , , , , , , 
"US-UMB", "18973", "GRP_LAI", "LAI", , "3.67", , , "LAI_2000", "20120525", , "0.57", , , , , , , , "129", , 
"US-UMB", "18974", "GRP_LAI", "LAI", , "2.57", , , "LAI_2000", "20120518", , "0.46", , , , , , , , "135", , 
"US-UMB", "18975", "GRP_LAI", "LAI", , "1.42", , , "LAI_2000", "20120504", , "0.23", , , , , , , , "121", , 
"US-UMB", "18976", "GRP_LAI", "LAI", , "3.76", , , "Litterfall", "20120111", , "0.98", , , , , , , , "16", , 
"US-UMB", "18977", "GRP_LAI", "LAI", , "3.85", , , "LAI_2000", "20110913", , "0.59", , , , , , , , "139", , 
"US-UMB", "18978", "GRP_LAI", "LAI", , "3.75", , , "LAI_2000", "20110622", , "0.58", , , , , , , , "133", , 
"US-UMB", "18979", "GRP_LAI", "LAI", , "3.35", , , "LAI_2000", "20110603", , "0.48", , , , , , , , "144", , 
"US-UMB", "18980", "GRP_LAI", "LAI", , "2.39", , , "LAI_2000", "20110524", , "0.47", , , , , , , , "136", , 
"US-UMB", "18981", "GRP_LAI", "LAI", , "1.68", , , "LAI_2000", "20110513", , "0.36", , , , , , , , "147", , 
"US-UMB", "18982", "GRP_LAI", "LAI", , "4.08", , , "Litterfall", "20110111", , "1.09", , , , , , , , "16", , 
"US-UMB", "18983", "GRP_LAI", "LAI", , "3.7", , , "LAI_2000", "20100731", , "0.71", , , , , , , , "139", , 
"US-UMB", "18984", "GRP_LAI", "LAI", , "3.52", , , "LAI_2000", "20100611", , "0.56", , , , , , , , "127", , 
"US-UMB", "18985", "GRP_LAI", "LAI", , "3.31", , , "LAI_2000", "20100526", , "0.55", , , , , , , , "120", , 
"US-UMB", "18986", "GRP_LAI", "LAI", , "2.44", , , "LAI_2000", "20100517", , "0.45", , , , , , , , "127", , 
"US-UMB", "18987", "GRP_LAI", "LAI", , "3.56", , , "LAI_2000", "20030924", , , , , , , , , , , , 
"US-UMB", "18988", "GRP_LAI", "LAI", , "3.67", , , "LAI_2000", "20030811", , , , , , , , , , , , 
"US-UMB", "18989", "GRP_LAI", "LAI", , "3.67", , , "LAI_2000", "20030709", , , , , , , , , , , , 
"US-UMB", "18990", "GRP_LAI", "LAI", , "3.73", , , "LAI_2000", "20030625", , , , , , , , , , , , 
"US-UMB", "18991", "GRP_LAI", "LAI", , "3.42", , , "LAI_2000", "20030613", , , , , , , , , , , , 
"US-UMB", "18992", "GRP_LAI", "LAI", , "2.92", , , "LAI_2000", "20030604", , , , , , , , , , , , 
"US-UMB", "18993", "GRP_LAI", "LAI", , "2.51", , , "LAI_2000", "20030530", , , , , , , , , , , , 
"US-UMB", "18994", "GRP_LAI", "LAI", , "1.85", , , "LAI_2000", "20030523", , , , , , , , , , , , 
"US-UMB", "18995", "GRP_LAI", "LAI", , "1.6", , , "LAI_2000", "20030516", , , , , , , , , , , , 
"US-UMB", "18996", "GRP_LAI", "LAI", , "1.48", , , "LAI_2000", "20030505", , , , , , , , , , , , 
"US-UMB", "18997", "GRP_LAI", "LAI", , "4.5", , , "Litterfall", "20030111", , "1.08", , , , , , , , "16", , 
"US-UMB", "18998", "GRP_LAI", "LAI", , "1.48", , , "LAI_2000", "20021108", , , , , , , , , , , , 
"US-UMB", "18999", "GRP_LAI", "LAI", , "2.15", , , "LAI_2000", "20021031", , , , , , , , , , , , 
"US-UMB", "19000", "GRP_LAI", "LAI", , "3.23", , , "LAI_2000", "20021018", , , , , , , , , , , , 
"US-UMB", "19001", "GRP_LAI", "LAI", , "3.65", , , "LAI_2000", "20021003", , , , , , , , , , , , 
"US-UMB", "19002", "GRP_LAI", "LAI", , "3.66", , , "LAI_2000", "20020910", , , , , , , , , , , , 
"US-UMB", "19003", "GRP_LAI", "LAI", , "3.75", , , "LAI_2000", "20020725", , , , , , , , , , , , 
"US-UMB", "19004", "GRP_LAI", "LAI", , "3.74", , , "LAI_2000", "20020709", , , , , , , , , , , , 
"US-UMB", "19005", "GRP_LAI", "LAI", , "3.61", , , "LAI_2000", "20020625", , , , , , , , , , , , 
"US-UMB", "19006", "GRP_LAI", "LAI", , "3.52", , , "LAI_2000", "20020618", , , , , , , , , , , , 
"US-UMB", "19007", "GRP_LAI", "LAI", , "3.24", , , "LAI_2000", "20020610", , , , , , , , , , , , 
"US-UMB", "19008", "GRP_LAI", "LAI", , "2.45", , , "LAI_2000", "20020603", , , , , , , , , , , , 
"US-UMB", "19009", "GRP_LAI", "LAI", , "1.91", , , "LAI_2000", "20020528", , , , , , , , , , , , 
"US-UMB", "19010", "GRP_LAI", "LAI", , "1.48", , , "LAI_2000", "20020521", , , , , , , , , , , , 
"US-UMB", "19011", "GRP_LAI", "LAI", , "4.52", , , "Litterfall", "20070111", , "1.34", , , , , , , , "16", , 
"US-UMB", "19012", "GRP_LAI", "LAI", , "1.48", , , "LAI_2000", "20061029", , , , , , , , , , , , 
"US-UMB", "19013", "GRP_LAI", "LAI", , "1.89", , , "LAI_2000", "20061021", , "0.37", , , , , , , , "152", , 
"US-UMB", "19014", "GRP_LAI", "LAI", , "2.59", , , "LAI_2000", "20061009", , "0.49", , , , , , , , "152", , 
"US-UMB", "19015", "GRP_LAI", "LAI", , "2.92", , , "LAI_2000", "20061004", , "0.51", , , , , , , , "161", , 
"US-UMB", "19016", "GRP_LAI", "LAI", , "3.52", , , "LAI_2000", "20060913", , , , , , , , , , , , 
"US-UMB", "19017", "GRP_LAI", "LAI", , "3.66", , , "LAI_2000", "20060817", , "0.63", , , , , , , , "160", , 
"US-UMB", "19018", "GRP_LAI", "LAI", , "3.71", , , "LAI_2000", "20060628", , "0.6", , , , , , , , "143", , 
"US-UMB", "19019", "GRP_LAI", "LAI", , "3.51", , , "LAI_2000", "20060609", , "0.59", , , , , , , , "140", , 
"US-UMB", "19020", "GRP_LAI", "LAI", , "3.09", , , "LAI_2000", "20060531", , "0.49", , , , , , , , "150", , 
"US-UMB", "19021", "GRP_LAI", "LAI", , "2.68", , , "LAI_2000", "20060524", , "0.45", , , , , , , , "129", , 
"US-UMB", "19022", "GRP_LAI", "LAI", , "2.41", , , "LAI_2000", "20060519", , "0.48", , , , , , , , "147", , 
"US-UMB", "19023", "GRP_LAI", "LAI", , "1.95", , , "LAI_2000", "20060509", , "0.46", , , , , , , , "133", , 
"US-UMB", "19024", "GRP_LAI", "LAI", , "1.56", , , "LAI_2000", "20060501", , "0.45", , , , , , , , "125", , 
"US-UMB", "19025", "GRP_LAI", "LAI", , "4.14", , , "Litterfall", "20060111", , "1.16", , , , , , , , "16", , 
"US-UMB", "19026", "GRP_LAI", "LAI", , "2", , , "LAI_2000", "20051102", , "0.45", , , , , , , , "126", , 
"US-UMB", "19027", "GRP_LAI", "LAI", , "2.53", , , "LAI_2000", "20051027", , "0.48", , , , , , , , "144", , 
"US-UMB", "19028", "GRP_LAI", "LAI", , "3.41", , , "LAI_2000", "20051013", , "0.57", , , , , , , , "130", , 
"US-UMB", "19029", "GRP_LAI", "LAI", , "3.44", , , "LAI_2000", "20051006", , "0.59", , , , , , , , "127", , 
"US-UMB", "19030", "GRP_LAI", "LAI", , "3.75", , , "LAI_2000", "20050919", , "0.65", , , , , , , , "118", , 
"US-UMB", "19031", "GRP_LAI", "LAI", , "3.8", , , "LAI_2000", "20050811", , "0.58", , , , , , , , "133", , 
"US-UMB", "19032", "GRP_LAI", "LAI", , "3.59", , , "LAI_2000", "20050716", , "0.57", , , , , , , , "129", , 
"US-UMB", "19033", "GRP_LAI", "LAI", , "3.68", , , "LAI_2000", "20050611", , "0.53", , , , , , , , "112", , 
"US-UMB", "19034", "GRP_LAI", "LAI", , "3.31", , , "LAI_2000", "20050602", , "0.54", , , , , , , , "117", , 
"US-UMB", "19035", "GRP_LAI", "LAI", , "2.22", , , "LAI_2000", "20000516", , , , , , , , , , , , 
"US-UMB", "19036", "GRP_LAI", "LAI", , "1.77", , , "LAI_2000", "20000508", , , , , , , , , , , , 
"US-UMB", "19037", "GRP_LAI", "LAI", , "1.32", , , "LAI_2000", "20000504", , , , , , , , , , , , 
"US-UMB", "19038", "GRP_LAI", "LAI", , "1.5", , , "LAI_2000", "20000430", , , , , , , , , , , , 
"US-UMB", "19039", "GRP_LAI", "LAI", , "4.65", , , "Litterfall", "20000111", "0.51", "1.26", , , , , , "36", "0.415", "16", , 
"US-UMB", "19040", "GRP_LAI", "LAI", , "3.34", , , "LAI_2000", "19990906", , , , , , , , , , , , 
"US-UMB", "19041", "GRP_LAI", "LAI", , "3.34", , , "LAI_2000", "19990803", , , , , , , , , , , , 
"US-UMB", "19042", "GRP_LAI", "LAI", , "3.36", , , "LAI_2000", "19990710", , , , , , , , , , , , 
"US-UMB", "19043", "GRP_LAI", "LAI", , "3.27", , , "LAI_2000", "19990622", , , , , , , , , , , , 
"US-UMB", "19044", "GRP_LAI", "LAI", , "3.21", , , "LAI_2000", "19990612", , , , , , , , , , , , 
"US-UMB", "19045", "GRP_LAI", "LAI", , "2.99", , , "LAI_2000", "19990606", , , , , , , , , , , , 
"US-UMB", "19046", "GRP_LAI", "LAI", , "2.97", , , "LAI_2000", "19990527", , , , , , , , , , , , 
"US-UMB", "19047", "GRP_LAI", "LAI", , "2.56", , , "LAI_2000", "19990520", , , , , , , , , , , , 
"US-UMB", "19048", "GRP_LAI", "LAI", , "2.13", , , "LAI_2000", "19990516", , , , , , , , , , , , 
"US-UMB", "19049", "GRP_LAI", "LAI", , "1.89", , , "LAI_2000", "19990513", , , , , , , , , , , , 
"US-UMB", "19050", "GRP_LAI", "LAI", , "1.49", , , "LAI_2000", "19990509", , , , , , , , , , , , 
"US-UMB", "19051", "GRP_LAI", "LAI", , "1.28", , , "LAI_2000", "19990503", , , , , , , , , , , , 
"US-UMB", "19052", "GRP_LAI", "LAI", , "1.18", , , "LAI_2000", "19990501", , , , , , , , , , , , 
"US-UMB", "19053", "GRP_LAI", "LAI", , "4.48", , , "Litterfall", "19990111", "0.44", "1.03", , , , , , "36", "0.427", "16", , 
"US-UMB", "19054", "GRP_LAI", "LAI", , "4.12", , , "Litterfall", "19980111", , "0.97", , , , , , , , "16", , 
"US-UMB", "19055", "GRP_LAI", "LAI", , "3.93", , , "Litterfall", "19970111", , "0.91", , , , , , , , "16", , 
"US-UMB", "19065", "GRP_LAI", "LAI", , "4.41", , "Litter traps, 3 each in 14 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20091101", , "0.93", , , , , , , , "15", "30", 
"US-UMB", "19072", "GRP_LAI", "LAI", , "4.21", , "Litter traps, 3 each in 14 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20081101", , "1.02", , , , , , , , "15", "30", 
"US-UMB", "19079", "GRP_LAI", "LAI", , "4.52", , "Litter traps, 1 each in 49 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20071101", , "1.34", , , , , , , , "50", "30", 
"US-UMB", "19084", "GRP_LAI", "LAI", , "4.3", , "Litter traps, 1 each in 30 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "Litterfall", "20021101", , "1.18", , , , , , , , "31", "30", 
"US-UMB", "19089", "GRP_LAI", "LAI", , "4.21", , "Litter traps, 1 each in 59 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 30 cm ht above forest floor and with an effective area of .179 m^2 were used to collect autumnal litter fall.", "Litterfall", "20011101", , "1.2", , , , , , , , "60", "30", 
"US-UMB", "19094", "GRP_LAI", "LAI", , "4.65", , "Litter traps, 1 each in 59 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 30 cm ht above forest floor and with an effective area of .179 m^2 were used to collect autumnal litter fall.", "Litterfall", "20001101", , "1.26", , , , , , , , "60", "30", 
"US-UMB", "19099", "GRP_LAI", "LAI", , "4.48", , "Litter traps, 1 each in 60 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 30 cm ht above forest floor and with an effective area of .179 m^2 were used to collect autumnal litter fall.", "Litterfall", "19990115", , "1.03", , , , , , , , "61", "30", 
"US-UMB", "19104", "GRP_LAI", "LAI", , "4.12", , "Litter traps, 1 each in 60 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 30 cm ht above forest floor and with an effective area of .179 m^2 were used to collect autumnal litter fall.", "Litterfall", "19981101", , "0.97", , , , , , , , "61", "30", 
"US-UMd", "19151", "GRP_LAI", "LAI", , "2.26", , , "LAI_2000", "20100510", , "0.33", , , , , , , , "119", , 
"US-UMd", "19152", "GRP_LAI", "LAI", , "1.97", , , "LAI_2000", "20100507", , "0.83", , , , , , , , "141", , 
"US-UMd", "19153", "GRP_LAI", "LAI", , "1.34", , , "LAI_2000", "20100429", , "0.23", , , , , , , , "130", , 
"US-UMd", "19154", "GRP_LAI", "LAI", , "2.73", , , "Litter trap", "20100111", , "0.49", , , , , , , , "16", , 
"US-UMd", "19155", "GRP_LAI", "LAI", , "3.15", , , "LAI_2000", "20091020", , "0.68", , , , , , , , "129", , 
"US-UMd", "19156", "GRP_LAI", "LAI", , "3.56", , , "LAI_2000", "20090923", , "0.83", , , , , , , , "141", , 
"US-UMd", "19157", "GRP_LAI", "LAI", , "3.95", , , "LAI_2000", "20090803", , "0.65", , , , , , , , "119", , 
"US-UMd", "19158", "GRP_LAI", "LAI", , "3.99", , , "LAI_2000", "20090703", , "0.77", , , , , , , , "121", , 
"US-UMd", "19159", "GRP_LAI", "LAI", , "3.79", , , "LAI_2000", "20090617", , "0.73", , , , , , , , "110", , 
"US-UMd", "19160", "GRP_LAI", "LAI", , "3.28", , , "LAI_2000", "20090607", , "0.65", , , , , , , , "119", , 
"US-UMd", "19161", "GRP_LAI", "LAI", , "2.79", , , "LAI_2000", "20090526", , "0.53", , , , , , , , "113", , 
"US-UMd", "19162", "GRP_LAI", "LAI", , "1.45", , , "LAI_2000", "20090513", , "0.23", , , , , , , , "130", , 
"US-UMd", "19163", "GRP_LAI", "LAI", , "4.35", , , "Litter trap", "20090111", , "1.18", , , , , , , , "16", , 
"US-UMd", "19164", "GRP_LAI", "LAI", , "4.02", , , "LAI_2000", "20080708", , "0.65", , , , , , , , "118", , 
"US-UMd", "19165", "GRP_LAI", "LAI", , "4.02", , , "LAI_2000", "20080613", , "0.6", , , , , , , , "143", , 
"US-UMd", "19166", "GRP_LAI", "LAI", , "3.55", , , "LAI_2000", "20080605", , "0.56", , , , , , , , "124", , 
"US-UMd", "19167", "GRP_LAI", "LAI", , "2.48", , , "LAI_2000", "20080527", , "0.32", , , , , , , , "115", , 
"US-UMd", "19168", "GRP_LAI", "LAI", , "2.28", , , "LAI_2000", "20080520", , "0.41", , , , , , , , "47", , 
"US-UMd", "19169", "GRP_LAI", "LAI", , "1.41", , , "LAI_2000", "20080507", , "0.23", , , , , , , , "133", , 
"US-UMd", "19170", "GRP_LAI", "LAI", , "4.49", , , "Litter trap", "20080111", , "1.39", , , , , , , , "16", , 
"US-UMd", "19171", "GRP_LAI", "LAI", , "3.45", , , "LAI_2000", "20071015", , "0.52", , , , , , , , "109", , 
"US-UMd", "19172", "GRP_LAI", "LAI", , "3.98", , , "LAI_2000", "20070727", , "0.69", , , , , , , , "113", , 
"US-UMd", "19173", "GRP_LAI", "LAI", , "4.12", , , "LAI_2000", "20070605", , "0.68", , , , , , , , "127", , 
"US-UMd", "19174", "GRP_LAI", "LAI", , "3.33", , , "LAI_2000", "20070525", , "0.53", , , , , , , , "111", , 
"US-UMd", "19175", "GRP_LAI", "LAI", , "3.52", , , "LAI_2000", "20130731", , "0.9", , , , , , , , "126", , 
"US-UMd", "19176", "GRP_LAI", "LAI", , "3.68", , , "LAI_2000", "20130621", , "0.96", , , , , , , , "144", , 
"US-UMd", "19177", "GRP_LAI", "LAI", , "3.51", , , "LAI_2000", "20130609", , "0.93", , , , , , , , "136", , 
"US-UMd", "19178", "GRP_LAI", "LAI", , "3.01", , , "LAI_2000", "20130529", , "0.79", , , , , , , , "127", , 
"US-UMd", "19179", "GRP_LAI", "LAI", , "2.16", , , "LAI_2000", "20130520", , "0.43", , , , , , , , "117", , 
"US-UMd", "19180", "GRP_LAI", "LAI", , "1.37", , , "LAI_2000", "20130508", , "0.22", , , , , , , , "126", , 
"US-UMd", "19181", "GRP_LAI", "LAI", , "4.33", , , "Litter trap", "20130111", , "1.189", , , , , , , , "16", , 
"US-UMd", "19182", "GRP_LAI", "LAI", , "3.62", , , "LAI_2000", "20121002", , "1.05", , , , , , , , "135", , 
"US-UMd", "19183", "GRP_LAI", "LAI", , "3.81", , , "LAI_2000", "20120913", , "0.99", , , , , , , , "152", , 
"US-UMd", "19184", "GRP_LAI", "LAI", , "3.92", , , "LAI_2000", "20120719", , "1.06", , , , , , , , "139", , 
"US-UMd", "19185", "GRP_LAI", "LAI", , "2.95", , , "LAI_2000", "20120530", , "1.33", , , , , , , , "147", , 
"US-UMd", "19186", "GRP_LAI", "LAI", , "2.43", , , "LAI_2000", "20120515", , "0.45", , , , , , , , "126", , 
"US-UMd", "19187", "GRP_LAI", "LAI", , "1.8", , , "LAI_2000", "20120504", , "0.45", , , , , , , , "124", , 
"US-UMd", "19188", "GRP_LAI", "LAI", , "3.5", , , "Litter trap", "20120111", , "0.69", , , , , , , , "16", , 
"US-UMd", "19189", "GRP_LAI", "LAI", , "3.59", , , "LAI_2000", "20110913", , "0.87", , , , , , , , "156", , 
"US-UMd", "19190", "GRP_LAI", "LAI", , "3.48", , , "LAI_2000", "20110622", , "0.94", , , , , , , , "139", , 
"US-UMd", "19191", "GRP_LAI", "LAI", , "3.46", , , "LAI_2000", "20110604", , "0.85", , , , , , , , "146", , 
"US-UMd", "19192", "GRP_LAI", "LAI", , "2.5", , , "LAI_2000", "20110524", , "0.56", , , , , , , , "127", , 
"US-UMd", "19193", "GRP_LAI", "LAI", , "1.24", , , "LAI_2000", "20110513", , "0.23", , , , , , , , "129", , 
"US-UMd", "19194", "GRP_LAI", "LAI", , "4.17", , , "Litter trap", "20110111", , "1.15", , , , , , , , "16", , 
"US-UMd", "19195", "GRP_LAI", "LAI", , "3.64", , , "LAI_2000", "20100728", , "0.78", , , , , , , , "124", , 
"US-UMd", "19196", "GRP_LAI", "LAI", , "3.41", , , "LAI_2000", "20100611", , "0.76", , , , , , , , "118", , 
"US-UMd", "19197", "GRP_LAI", "LAI", , "3.58", , , "LAI_2000", "20100604", , "0.86", , , , , , , , "116", , 
"US-UMd", "19198", "GRP_LAI", "LAI", , "2.58", , , "LAI_2000", "20100521", , "0.62", , , , , , , , "39", , 
"US-UMd", "19203", "GRP_LAI", "LAI", "Litter traps, 3 each in 11 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "2.69", , , "Litter trap", "20101101", , "0.43", , , , , , , , "12", "21", 
"US-UMd", "19210", "GRP_LAI", "LAI", "Litter traps, 3 each in 11 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "4.34", , , "Litter trap", "20091101", , "1.21", , , , , , , , "12", "21", 
"US-UMd", "19217", "GRP_LAI", "LAI", "Litter traps, 3 each in 11 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "4.52", , , "Litter trap", "20081101", , "1.46", , , , , , , , "12", "21", 
"US-UMd", "19222", "GRP_LAI", "LAI", , "4.34", , "Litterfall", "Litter traps, 1 - 3 each in 21 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 each were used to collect autumnal litter fall.", "20071101", , "1.15", , , , , , , , "23", "30", 
"US-UMd", "19229", "GRP_LAI", "LAI", , "4.52", , "Litterfall", "Three litter traps in each of 11 - 0.08 ha plots and 20 traps in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 each were used to collect autumnal litter fall.", "20081101", , "1.46", , , , , , , , "12", "30", 
"US-UMd", "19235", "GRP_LAI", "LAI", , "4.34", , "Litterfall", "Three litter traps in each of 11 - 0.08 ha plots and 20 traps in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 each were used to collect autumnal litter fall.", "20091101", , "1.21", , , , , , , , "12", "30", 
"US-UMd", "19241", "GRP_LAI", "LAI", "Populus grandidentata trees that had been girdled in 2008 began to dramatically lose leaf area.", "2.7", , "Litterfall", "Three litter traps in each of 11 - 0.08 ha plots and 20 traps in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 each were used to collect autumnal litter fall.", "20101101", , "0.43", , , , , , , , "12", "30", 
"US-UMd", "19270", "GRP_LAI", "LAI", "Litter traps, 3 each in 8 - 0.08 ha plots, a single trap in 14 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "4.34", , , "Litter trap", "20071101", , "1.3", , , , , , , , "23", "21", 
"US-UMd", "19277", "GRP_LAI", "LAI", "Litter traps, 3 each in 8 - 0.08 ha plots, a single trap in 13 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 were used to collect autumnal litter fall.", "3.86", , , "Litter trap", "20061101", , "0.86", , , , , , , , "22", "21", 
"US-UMd", "19284", "GRP_LAI", "LAI", , "3.73", , "Litterfall", "Litter traps, 1 - 3 each in 21 - 0.08 ha plots and 20 in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 each were used to collect autumnal litter fall.", "20061101", , "0.86", , , , , , , , "22", "30", 
"US-UMd", "19293", "GRP_LAI", "LAI", , "4.21", , "Litterfall", "Three litter traps in each of 11 - 0.08 ha plots and 20 traps in a single 1.13 ha plot, at 1 m ht above forest floor and with an effective area of .264 m^2 each were used to collect autumnal litter fall.", "20111101", , "1.19", , , , , , , , "12", "30", 
