"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "RESEARCH_TOPIC", 
"US-Tw5", "84627", "GRP_RESEARCH_TOPIC", "The research approach of the University of California, Berkeley Biometeorology Laboratory involves the coordinated use of experimental measurements and theoretical models to understand the physical, biological, and chemical processes that control trace gas fluxes between the biosphere and atmosphere and to quantify their temporal and spatial variations. The research objectives of the Mayberry Wetland, Twitchell West Pond Wetland, Sherman Wetland, Twitchell East End Wetland, Twitchell East Pond Wetland, Bouldin Alfalfa, and Boudlin Corn sites are as follows: 1) Describe differences in the fluxes of CO2, CH4, H2O, and energy between different land uses; 2) Understand the mechanisms controlling these fluxes; 3) Use ecosystem modeling to understand controls on these mechanisms under different environmental scenarios. These seven sites were selected to capture a wide range of inundated conditions within the Sacramento-San Joaquin River Delta. The research focuses on the eddy covariance technique to measure CH4, CO2, H2O, and energy fluxes and works to combine measurements of both net fluxes and partitioned fluxes in order to achieve a mechanistic understanding of the ecological controls on current and future carbon flux in the Delta.", 
"US-Twt", "11940", "GRP_RESEARCH_TOPIC", "The research approach of the University of California, Berkeley Biometeorology Laboratory involves the coordinated use of experimental measurements and theoretical models to understand the physical, biological, and chemical processes that control trace gas fluxes between the biosphere and atmosphere and to quantify their temporal and spatial variations. They are also responsible for making eddy covariance measurements of H2O, CO2, sensible heat, and CH4 exchange between a rice paddy and the atmosphere. The research objectives of the Mayberry Wetland, Sherman Island, and Twitchell Island sites are as follows: 1) Describe differences in the fluxes of CO2, CH4, H2O, and energy between different land uses; 2) Understand the mechanisms controlling these fluxes; 3) Use ecosystem modeling to understand controls on these mechanisms under different environmental scenarios. These three sites were selected to capture a wide range of inundated conditions within the Sacramento-San Joaquin River Delta. The research focuses on the eddy covariance technique to measure CH4, CO2, H2O, and energy fluxes and works to combine measurements of both net fluxes and partitioned fluxes in order to achieve a mechanistic understanding of the ecological controls on current and future carbon flux in the Delta.", 
"US-Tx1", "86561", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx2", "79579", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx3", "79552", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx4", "79600", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx5", "79628", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx6", "79649", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx7", "79702", "GRP_RESEARCH_TOPIC", "Flux data processing, instrument QA/QC", 
"US-Tx8", "86696", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Tx9", "79690", "GRP_RESEARCH_TOPIC", "The Texas Water Observatory (TWO) is a distributed network of field observatories in Brazos River corridor and was developed to better understand hydrologic flow across natural and manmade reservoirs in the critical zone. The network monitors and measures groundwater, soil water, surface water, and atmospheric water at multiple locations across space and through time.", 
"US-Uaf", "81358", "GRP_RESEARCH_TOPIC", "Long-term monitoring energy & greenhouse gas fluxes under high-latitude climate change", 
"US-ULM", "2501", "GRP_RESEARCH_TOPIC", "C-Flux monitoring in Bottomland hardwood Forest", 
"US-UM3", "14778", "GRP_RESEARCH_TOPIC", "Lake/forest carbon interactions", 
"US-UMB", "12336", "GRP_RESEARCH_TOPIC", "The research objectives of the University of Michigan Biological Station (UMBS) site are to address questions of ecosystem/atmosphere linkages that are general in nature and which will contribute to large-scale carbon cycle modeling efforts, and to test hypotheses specific to the upper Great Lakes forest ecosystems that will further our understanding of productivity controls over these regionally important communities.", 
"US-UMd", "12369", "GRP_RESEARCH_TOPIC", "The research objectives of the University of Michigan Biological Station are to address questions of ecosystem/atmosphere linkages that are general in nature and which will contribute to large-scale carbon cycle modeling efforts, and to test hypotheses specific to the upper Great Lakes forest ecosystems that will further understanding of productivity controls over these regionally important communities. The research focus at the UMBS Disturbance site is to examine carbon cycling processes following the transition from aspen dominated ecosystems to those of later-successional species with biologically and structurally more complex canopies.", 
"US-Upa", "729", "GRP_RESEARCH_TOPIC", "NSF, Arctic System Science (ARCSS), Land Atmosphere Ice Interactions (LAII), Flux Study "Large Area Estimates of Carbon Fluxes in Arctic Landscapes"", 
"US-Var", "11330", "GRP_RESEARCH_TOPIC", "The research approach of the University of California, Berkeley Biometeorology Laboratory involves the coordinated use of experimental measurements and theoretical models to understand the physical, biological, and chemical processes that control trace gas fluxes between the biosphere and atmosphere and to quantify their temporal and spatial variations. The research objectives of the Vaira Ranch site span from overall project goals to publication-specific topics. They are as follows: 1) Comparing radiative, convective and latent energy flux densities of an annual grassland over the course of multiple growing seasons; 2) The relative contributions of vegetation and the soil on CO2 and water vapor exchange; 3) Spatial variability of understory fluxes; 4) The impact of sloping terrain on the interpretation of flux covariances; 5) Characterize evapotranspiration, energy fluxes and related bulk parameters in monthly and annual timescales; 6) Investigate which abiotic and biotic factors control the interannual variability of water and energy fluxes; 7) The influence of growing season length on annual evapotranspiration amount; 8) Transition timing of energy-limited to water-limited modulate annual amount of evapotranspiration; 9) The controlling factors of evapotranspiration and atmospheric demand or stomatal regulation; 10) The response of evapotranspiration to changes in solar radiation amounts in water-limited and energy-limited periods.", 
"US-Vcm", "30671", "GRP_RESEARCH_TOPIC", "Research topics and objectives include 1) To understand the coupled water and energy cycles in semiarid environments; 2) Quantify carbon, water and energy fluxes in addition to inter-annual variability in these fluxes; 3) Quantify the extent to which water and carbon fluxes are controlled by soil moisture and rainfall, and the sensitivity of fluxes in this biome to changes in temperature and precipitation; 4) Quantify the impact of a stand replacing burn on carbon, water and energy fluxes, and how these fluxes change as the stand recovers.   We were fortunate to have access to the Ameriflux rapid response tower to set up in a nearby unburned subalpine mixed conifer site to do this comparison.", 
"US-Vcp", "30675", "GRP_RESEARCH_TOPIC", "Research topics and objectives include 1) To understand the coupled water and energy cycles in semiarid environments; 2) Quantify carbon, water and energy fluxes in addition to inter-annual variability in these fluxes; 3) Quantify the extent to which water and carbon fluxes are controlled by soil moisture and rainfall, and the sensitivity of fluxes in this biome to changes in temperature and precipitation.", 
"US-VFP", "84977", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Virginia Coast Reserve salt marsh site are as follows: 1) Determine how the marsh atmospheric carbon exchange responds to environmental forcings over diurnal and seasonal time scales;  2) Quantify key environmental controls on net ecosystem exchange (NEE) of carbon dioxide (CO2) between a marsh and the atmosphere to determine seasonal light use efficiency of the wetland; 3) Investigate the response of the low marsh ecosystem to the expected increases in sea level rise from climate change.", 
"US-WBW", "8400", "GRP_RESEARCH_TOPIC", "1) Use micrometeorological methods to quantify the seasonal and annual exchange of carbon dioxide by a temperature deciduous forest, an ecosystem of global significance; 2) Quantify relative measured intra- and interannual variations in ecosystems.", 
"US-WCr", "14455", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Willow Creek site are as follows: 1) Continuously measure the turbulent fluxes of carbon, water vapor, and temperature above an upland deciduous forest; 2) Quantify the differential impact of environmental drivers, radiation, and vapor pressure deficit in an upland forest; 3) Determine the key driver, radiation or vapor pressure deficit, of flux data for each tower year, and on the basis of this analysis apply the appropriate model to help explain observed intersite, interannual, and interseasonal variation in evapotranspiration; 4) Contribute to cross-site comparisons of biometric estimates of annual carbon storage to assess the viability of a synthesis that could provide an independant constraint on meteorologically based estimates of the same variable. (Mackay et al. (2007); Cook et al. (2004); Curtis et al. (2002))", 
"US-Wdn", "12517", "GRP_RESEARCH_TOPIC", "Sagebrush water relations", 
"US-Wgr", "29704", "GRP_RESEARCH_TOPIC", "Fluxes of agriculturally used areas representative for the Willamette Valley ecoregion", 
"US-Whs", "11866", "GRP_RESEARCH_TOPIC", "Desert shrubland carbon and water cycling, ET partitioning, soil respiration", 
"US-Wi0", "6724", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Young Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi1", "6721", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Intermediate Hardwoods are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi2", "2477", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Intermediate Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi3", "3293", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Mature Hardwoods are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi4", "7539", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Mature Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi5", "9319", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Mixed Young Jack Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi6", "2479", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Pine Barrens are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi7", "6689", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Clearcut Red Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi8", "10119", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Clearcut Young Hardwoods are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wi9", "4128", "GRP_RESEARCH_TOPIC", "The research and science objectives of the Wisconsin Young Jack Pine are as follows: 1) Enhance our understanding of landscape-level carbon exchange in disturbed land mosaics, taking into specific consideration age structure and the area-of- edge-influences (AEI); 2) Determine how the cumulative NEP of a landscape is determined by the land mosaic; that is, the various ages and types of ecosystems present, as well as their arrangement; 3) Investigate the temporal and spatial changes in landscape structure and vegetative composition across a landscape managed for multiple uses within the Chequamegon National Forest in northern Wisconsin; 4) Quantify the developmental changes in Carbon fluxes following stand replacing disturbances; 5) Investigate the common factors that might explain the observed variability among the closely spaced, but diverse, forest ecosystems that represent a disturbed, actively managed and climatically homogeneous forest landscape; 6) Quantify the role of soil moisture in affecting ecosystem respiration; 7) Identify landscape-level patterns in the temperature and moisture response of ecosystem respiration as determined by forest functional type and stage of development. (Project Overview by Primary Investigators: J. Chen and K. Brosofske; Bresee et al., 2004; Noormets et al., 2007; Noormets et al., 2008)", 
"US-Wjs", "30676", "GRP_RESEARCH_TOPIC", "Research topics and objectives include 1) To understand the coupled water and energy cycles in semiarid environments; 2) Quantify carbon, water and energy fluxes in addition to inter-annual variability in these fluxes; 3) Quantify the extent to which water and carbon fluxes are controlled by soil moisture and rainfall, and the sensitivity of fluxes in this biome to changes in temperature and precipitation.", 
"US-Wkg", "11804", "GRP_RESEARCH_TOPIC", "Long-term energy and CO2 exchange study for semiarid warm season desert grassland.", 
"US-Wlr", "12469", "GRP_RESEARCH_TOPIC", "Measurements of the planetary boundary layer", 
"US-Wpp", "29712", "GRP_RESEARCH_TOPIC", "Fluxes over biocrop plantations with very productive hyprid poplar vegetation", 
"US-Wrc", "12450", "GRP_RESEARCH_TOPIC", "Research and monitoring objectives are to 1) Describe the estimation of CO2 exchange from the oldest forest ecosystem (500 years old) in the AmeriFlux network, based on eddy covariance, using accepted AmeriFlux correction techniques for low friction velocities and turbulence levels, and related advection calculation methods; 2) Examine the CO2 exchange response to diurnal, seasonal, annual, and interannual variations, and relate the exchange to meteorologic variables such as photosynthetically active radiation (PAR) and soil and air temperatures; 3) Relate measurements to ecosystem physiological processes and identify when the forest is a source or sink in relation to these processes; 4) support collaborative efforts with other ecological studies.", 
"US-Wwt", "29715", "GRP_RESEARCH_TOPIC", "Fluxes of agriculturally used areas representative for the Willamette Valley ecoregion", 
"US-Ylw", "5895", "GRP_RESEARCH_TOPIC", "urban carbon and air pollutant fluxes", 
